id,key,value,type
35176299,leisure,common,regular
35176304,city,San Francisco,addr
35176304,country,US,addr
35176304,postcode,94102,addr
35176304,state,CA,addr
35176304,street,Golden Gate Avenue,addr
35176304,building,office,regular
35176304,levels,14,building
35176304,height,54,regular
35176304,name,Hiram W. Johnson State Office Building,regular
35176305,city,San Francisco,addr
35176305,country,US,addr
35176305,housenumber,450,addr
35176305,postcode,94102,addr
35176305,state,CA,addr
35176305,street,Golden Gate Avenue,addr
35176305,amenity,courthouse,regular
35176305,building,office,regular
35176305,levels,21,building
35176305,height,95,regular
35176305,name,Phillip Burton Federal Building & United States Courthouse,regular
35176305,shape,flat,roof
35176305,wikidata,Q7185633,regular
35176305,wikipedia,en:Supreme Court of California,regular
35176313,amenity,bank,regular
35176313,building,yes,regular
35176313,height,25,regular
35176313,name,"Northeast Community Federal Credit Union, Tenderloin Branch",regular
35176406,building,yes,regular
35176406,height,5,regular
35176477,building,yes,regular
35176477,height,17,regular
35176494,housename,Chase Hotel,addr
35176494,housenumber,1278,addr
35176494,street,Market Street,addr
35176494,building,yes,regular
35176494,height,16,regular
35176496,housenumber,1266,addr
35176496,street,Market Street,addr
35176496,building,commercial,regular
35176496,height,16,regular
35176497,amenity,bank,regular
35176497,atm,yes,regular
35176497,building,commercial,regular
35176497,height,10,regular
35176497,name,Wells Fargo,regular
35176497,operator,Wells Fargo,regular
35176510,housenumber,1242,addr
35176510,street,Market Street,addr
35176510,building,yes,regular
35176510,height,18,regular
35176927,building,yes,regular
35176927,height,47,regular
35182441,building,yes,regular
35182441,levels,25,building
35182441,height,81,regular
35182441,name,Park Hyatt San Francisco,historic
35182441,name,Le Meridien,regular
35182441,tourism,hotel,regular
35182441,wikidata,Q14683065,regular
35263373,bicycle,yes,regular
35263373,highway,footway,regular
35263373,lit,yes,regular
35263373,surface,paved,regular
35266472,amenity,parking,regular
35266472,fee,yes,regular
35266472,operator,Priority Parking,regular
35266472,source,Bing,regular
35266543,city,San Francisco,addr
35266543,country,US,addr
35266543,housenumber,530,addr
35266543,state,CA,addr
35266543,street,Sansome Street,addr
35266543,amenity,fire_station,regular
35266543,baby_hatch,yes,regular
35266543,building,yes,regular
35266543,ele,4,regular
35266543,county_name,San Francisco,gnis
35266543,feature_id,2107352,gnis
35266543,height,10,regular
35266543,name,San Francisco Fire Station 13,regular
35266543,operator,San Francisco Fire Department,regular
35306508,access,no,regular
35306508,highway,service,regular
35393254,highway,residential,regular
35393254,name,Clinton Park,regular
35393254,oneway,yes,regular
35393254,cfcc,A41,tiger
35393254,county,"San Francisco, CA",tiger
35393254,name_base,Clinton Park,tiger
35393257,highway,primary_link,regular
35393257,oneway,yes,regular
35393257,lanes,left,turn
35536533,building,yes,regular
35536533,height,44 m,regular
35536588,city,San Francisco,addr
35536588,housenumber,1133,addr
35536588,street,Mission Street,addr
35536588,building,yes,regular
35536588,note,space includes outdoor parking lots,regular
35536588,website,www.freespace.io,regular
35536588,wifi,free,regular
35536650,building,yes,regular
35536650,height,14,regular
35536650,name,The Hibernia Bank,regular
35536650,source,Yahoo,regular
35536650,wikidata,Q16912787,regular
35536668,city,San Francisco,addr
35536668,housenumber,175,addr
35536668,postcode,94102,addr
35536668,street,Golden Gate Avenue,addr
35536668,building,yes,regular
35536668,designation,School,regular
35536668,height,19,regular
35536668,name,DeMarillac Academy,regular
35536670,building,yes,regular
35536670,height,32,regular
35536670,name,St Anthony's Foundation,regular
35536720,amenity,college,regular
35536720,building,retail,regular
35536720,ele,15,regular
35536720,county_id,075,gnis
35536720,created,01/01/1995,gnis
35536720,edited,01/04/2008,gnis
35536720,feature_id,1657104,gnis
35536720,state_id,06,gnis
35536720,height,38,regular
35536720,name,Fashion Institute of Design and Merchandising - San Francisco,regular
35536771,building,retail,regular
35536771,height,17,regular
35536841,building,retail,regular
35536841,levels,6,building
35536841,height,25,regular
35536844,building,yes,regular
35536844,height,18,regular
35536855,building,yes,regular
35536855,levels,16,building
35536855,height,56,regular
35536860,housenumber,340,addr
35536860,street,Stockton Street,addr
35536860,building,yes,regular
35536860,height,33,regular
35536860,name,Campton Place Hotel,regular
35536860,tourism,hotel,regular
35536960,building,yes,regular
35536960,height,34,regular
35536960,source,Yahoo,regular
35536963,building,yes,regular
35536963,height,42,regular
35536963,name,Tiffany & Co.,regular
35536963,shop,jewelry,regular
35536969,building,yes,regular
35536969,height,19,regular
35537015,housenumber,490,addr
35537015,street,Post Street,addr
35537015,building,commercial,regular
35537015,name,Medico-Dental Building,regular
35537021,building,yes,regular
35537021,levels,21,building
35537021,height,73,regular
35537088,building,yes,regular
35537088,height,11,regular
35537108,building,yes,regular
35537108,height,9,regular
35537113,building,yes,regular
35537113,height,19,regular
35537115,building,yes,regular
35537115,height,14,regular
35537118,building,yes,regular
35537118,height,14,regular
35537150,building,yes,regular
35537150,height,19,regular
35537190,city,San Francisco,addr
35537190,postcode,94133,addr
35537190,state,CA,addr
35537190,building,yes,regular
35537190,height,12,regular
35537202,city,San Francisco,addr
35537202,postcode,94133,addr
35537202,state,CA,addr
35537202,alt_name,Vesuvio Cafe,regular
35537202,amenity,pub,regular
35537202,building,yes,regular
35537202,height,10,regular
35537202,name,Vesuvio,regular
35537202,wikidata,Q7923521,regular
35537202,wikipedia,en:Vesuvio Cafe,regular
35595375,amenity,commercial,regular
35595375,building,yes,regular
35595375,height,11,regular
35675861,highway,primary,regular
35675861,lanes,4,regular
35675861,backward,1,lanes
35675861,forward,3,lanes
35675861,maxspeed,25 mph,regular
35675861,name,Harrison Street,regular
35675861,surface,paved,regular
35675861,cfcc,A41,tiger
35675861,county,"San Francisco, CA",tiger
35675861,name_base,Harrison,tiger
35675861,name_type,St,tiger
35675862,bridge,yes,regular
35675862,highway,primary,regular
35675862,lanes,4,regular
35675862,backward,1,lanes
35675862,forward,3,lanes
35675862,layer,1,regular
35675862,maxspeed,25 mph,regular
35675862,name,Harrison Street,regular
35675862,lane:both,parallel,parking
35675862,cfcc,A41,tiger
35675862,county,"San Francisco, CA",tiger
35675862,name_base,Harrison,tiger
35675862,name_type,St,tiger
35969861,amenity,parking,regular
35969861,fee,yes,regular
35969861,operator,Priority Parking,regular
35969861,source,survey,regular
35973054,city,San Francisco,addr
35973054,country,US,addr
35973054,housenumber,1800,addr
35973054,postcode,94103,addr
35973054,state,CA,addr
35973054,street,Mission Street,addr
35973054,alt_name,San Francisco National Guard Armory and Arsenal;The Armory,regular
35973054,amenity,studio,regular
35973054,building,office,regular
35973054,levels,4,building
35973054,material,brick,building
35973054,end_date,1914,regular
35973054,height,19,regular
35973054,historic,yes,regular
35973054,name,San Francisco Armory,regular
35973054,operator,Kink.com,regular
35973054,nrhp,78000758,ref
35973054,shape,flat,roof
35973054,start_date,1912,regular
35973054,wikidata,Q7413920,regular
35973054,wikipedia,en:San Francisco Armory,regular
35973460,alt_name,7th Street North,regular
35973460,highway,secondary,regular
35973460,lanes,3,regular
35973460,backward,1,lanes
35973460,forward,2,lanes
35973460,name,Charles J. Brenham Place,regular
35973460,oneway,no,regular
35973460,cfcc,A41,tiger
35973460,county,"San Francisco, CA",tiger
35973460,name_base,Charles J Brenham,tiger
35973460,name_type,Pl,tiger
35973460,lanes:backward,right,turn
35973460,lanes:forward,|through;right,turn
35976977,highway,secondary,regular
35976977,name,Webster Street,regular
35976977,ja,ウェブスターストリート,name
35976977,oneway,yes,regular
35976977,sidewalk,right,regular
35976977,lanes,right,turn
35977101,highway,service,regular
35977367,highway,residential,regular
35977367,maxweight,3,regular
35977367,name,Vallejo Street,regular
35977367,cfcc,A41,tiger
35977367,county,"San Francisco, CA",tiger
35977367,name_base,Vallejo,tiger
35977367,name_type,St,tiger
35977396,highway,residential,regular
35977396,name,Jones Street,regular
35977426,highway,steps,regular
36331085,bicycle,yes,regular
36331085,cycleway,lane,regular
36331085,highway,tertiary,regular
36331085,lanes,2,regular
36331085,name,Mission Bay Drive,regular
36331085,oneway,yes,regular
36331085,sidewalk,right,regular
36331085,surface,paved,regular
36331135,access,no,regular
36331135,highway,residential,regular
36331135,oneway,yes,regular
36331312,highway,residential,regular
36331312,name,Harriet Street,regular
36331312,railway,abandoned,regular
36331312,cfcc,A41,tiger
36331312,county,"San Francisco, CA",tiger
36331312,name_base,Harriet,tiger
36331312,name_type,St,tiger
36331487,highway,service,regular
36331487,service,parking_aisle,regular
36331488,highway,service,regular
36331488,service,parking_aisle,regular
36331505,highway,service,regular
36331967,access,private,regular
36331967,highway,service,regular
36331967,service,driveway,regular
36745548,amenity,school,regular
36745548,name,San Francisco Friends School,regular
36745548,wikidata,Q7414038,regular
36810595,building,yes,regular
36810595,height,39,regular
36810595,name,Trinity Towers,regular
36810688,building,yes,regular
36810688,height,16,regular
36948445,city,San Francisco,addr
36948445,housenumber,1333,addr
36948445,street,Gough Street,addr
36948445,building,yes,regular
36948445,height,2,regular
36948445,name,Cathedral Hill Plaza,regular
36948445,source,survey,regular
36948490,access,private,regular
36948490,bicycle,private,regular
36948490,highway,footway,regular
36948490,motor_vehicle,no,regular
36948490,name,Octavia,regular
36948490,source,survey,regular
36948490,surface,concrete,regular
36949360,area,yes,regular
36949360,leisure,park,regular
36949360,name,Cottage Row Mini Park,regular
36950194,housenumber,2451,addr
36950194,street,Sutter Street,addr
36950194,amenity,parking,regular
36950194,building,yes,regular
36950194,fee,yes,regular
36950194,height,12,regular
36950194,name,1635 Divisadero Garage,regular
36950194,operator,Parking Concepts Inc.,regular
36950194,parking,multi-storey,regular
36950194,source,Yahoo/survey,regular
36950468,area,yes,regular
36950468,leisure,park,regular
36950468,name,Baker & Broderick Mini Park,regular
36950468,source,Yahoo/survey,regular
36950517,housenumber,1750,addr
36950517,street,Divisadero Street,addr
36950517,building,yes,regular
36950517,height,4,regular
37057424,highway,service,regular
37057428,highway,service,regular
37057430,building,yes,regular
37057430,height,14,regular
37058215,man_made,pier,regular
37058253,housename,1 Bayside Village,addr
37058253,housenumber,1,addr
37058253,postcode,94107,addr
37058253,street,Bayside Village Place,addr
37058253,building,apartments,regular
37058253,height,12,regular
37058253,name,1 Bayside Village,regular
37058253,source,Survey,regular
37058255,housename,160 Brannan,addr
37058255,housenumber,160,addr
37058255,postcode,94107,addr
37058255,street,Brannan Street,addr
37058255,building,apartments,regular
37058255,height,12,regular
37058255,name,160 Brannan,regular
37058255,source,Survey,regular
37058259,housename,180 Brannan,addr
37058259,housenumber,180,addr
37058259,postcode,94107,addr
37058259,street,Brannan Street,addr
37058259,building,apartments,regular
37058259,height,12,regular
37058259,name,180 Brannan,regular
37058259,source,Survey,regular
37058279,housename,570 Beale,addr
37058279,housenumber,570,addr
37058279,postcode,94105,addr
37058279,street,Beale Street,addr
37058279,building,apartments,regular
37058279,height,11,regular
37058279,name,570 Beale,regular
37058279,source,Survey,regular
37058283,housename,500 Beale,addr
37058283,housenumber,500,addr
37058283,postcode,94105,addr
37058283,street,Beale Street,addr
37058283,building,apartments,regular
37058283,height,13,regular
37058283,name,500 Beale,regular
37058283,source,Survey,regular
37058284,housename,4 Bayside Village,addr
37058284,housenumber,4,addr
37058284,postcode,94107,addr
37058284,street,Bayside Village Place,addr
37058284,building,apartments,regular
37058284,height,12,regular
37058284,name,4 Bayside Village,regular
37058284,source,Survey,regular
37177689,highway,residential,regular
37177689,lanes,2,regular
37177689,backward,1,lanes
37177689,forward,1,lanes
37177689,name,Berry Street,regular
37177689,sidewalk,both,regular
37177689,cfcc,A41,tiger
37177689,county,"San Francisco, CA",tiger
37177689,name_base,Berry,tiger
37177689,name_type,St,tiger
37177789,bicycle,yes,regular
37177789,left,opposite_track,cycleway
37177789,highway,residential,regular
37177789,name,Berry Street,regular
37177789,oneway,yes,regular
37177789,lane:both,parallel,parking
37177789,cfcc,A41,tiger
37177789,county,"San Francisco, CA",tiger
37177789,name_base,Berry,tiger
37177789,name_type,St,tiger
37191367,amenity,parking,regular
37191367,fee,yes,regular
37191367,source,survey,regular
37191375,amenity,parking,regular
37191375,building,yes,regular
37191375,fee,yes,regular
37191375,height,9,regular
37191375,source,survey,regular
37191966,leisure,park,regular
37191966,name,Turk-Hyde Mini Park,regular
37191966,website,https://sfrecpark.org/destination/turk-hyde-mini-park/turk-hyde-childrens-play-area/,regular
37310525,electrified,no,regular
37310525,gauge,1435,regular
37310525,railway,rail,regular
37310525,traffic_mode,passenger,railway
37310525,service,yard,regular
37311331,electrified,no,regular
37311331,gauge,1435,regular
37311331,maxspeed,10 mph,regular
37311331,freight,5 mph,maxspeed
37311331,owner,Peninsula Corridor Joint Powers Board,regular
37311331,railway,rail,regular
37311331,track_ref,9,railway
37311331,traffic_mode,passenger,railway
37311331,service,yard,regular
37311419,electrified,no,regular
37311419,gauge,1435,regular
37311419,maxspeed,10 mph,regular
37311419,freight,5 mph,maxspeed
37311419,owner,Peninsula Corridor Joint Powers Board,regular
37311419,railway,rail,regular
37311419,track_ref,11,railway
37311419,traffic_mode,passenger,railway
37311419,service,yard,regular
37311502,electrified,no,regular
37311502,gauge,1435,regular
37311502,maxspeed,10 mph,regular
37311502,freight,5 mph,maxspeed
37311502,owner,Peninsula Corridor Joint Powers Board,regular
37311502,railway,rail,regular
37311502,track_ref,12,railway
37311502,traffic_mode,passenger,railway
37311502,service,yard,regular
37311641,electrified,no,regular
37311641,gauge,1435,regular
37311641,maxspeed,15 mph,regular
37311641,freight,5 mph,maxspeed
37311641,name,Peninsula Subdivision MT3,regular
37311641,operator,Peninsula Corridor Joint Powers Board;Union Pacific Railroad,regular
37311641,owner,Peninsula Corridor Joint Powers Board,regular
37311641,railway,rail,regular
37311641,track_ref,7,railway
37311641,traffic_mode,passenger,railway
37311641,usage,main,regular
37311836,electrified,no,regular
37311836,gauge,1435,regular
37311836,maxspeed,10 mph,regular
37311836,freight,5 mph,maxspeed
37311836,owner,Peninsula Corridor Joint Powers Board,regular
37311836,railway,rail,regular
37311836,track_ref,3,railway
37311836,traffic_mode,passenger,railway
37311836,service,yard,regular
37312232,electrified,no,regular
37312232,gauge,1435,regular
37312232,maxspeed,10 mph,regular
37312232,freight,5 mph,maxspeed
37312232,owner,Peninsula Corridor Joint Powers Board,regular
37312232,railway,rail,regular
37312232,traffic_mode,passenger,railway
37354152,landuse,retail,regular
37724738,highway,steps,regular
37724738,name,Adah's Stairway,regular
37724738,cfcc,A41,tiger
37724738,county,"San Francisco, CA",tiger
37724738,name_base,Waller,tiger
37724738,name_type,St,tiger
37724738,reviewed,no,tiger
37749474,highway,residential,regular
37749474,name,Buchanan Street,regular
37749474,cfcc,A41,tiger
37749474,county,"San Francisco, CA",tiger
37749474,name_base,Buchanan,tiger
37749474,name_type,St,tiger
37751501,highway,residential,regular
37751501,name,Alpine Terrace,regular
37751501,cfcc,A41,tiger
37751501,county,"San Francisco, CA",tiger
37751501,name_base,Alpine,tiger
37751501,name_type,Ter,tiger
37751501,reviewed,no,tiger
38095461,highway,service,regular
38095719,highway,residential,regular
38095719,name,Rose Street,regular
38095719,oneway,yes,regular
38095719,cfcc,A41,tiger
38095719,county,"San Francisco, CA",tiger
38095719,name_base,Rose,tiger
38095719,name_type,St,tiger
38095913,highway,residential,regular
38095913,name,Stevenson Street,regular
38095913,cfcc,A41,tiger
38095913,county,"San Francisco, CA",tiger
38095913,name_base,Stevenson,tiger
38095913,name_type,St,tiger
38095937,highway,service,regular
38095937,oneway,yes,regular
38095939,highway,secondary,regular
38095939,name,Gough Street,regular
38095939,pronunciation,ˈɡɔːf ˈstɹiːt,name
38095939,oneway,yes,regular
38095939,sidewalk,right,regular
38095950,highway,service,regular
38095950,service,alley,regular
41692824,city,San Francisco,addr
41692824,housenumber,151,addr
41692824,postcode,94103,addr
41692824,state,CA,addr
41692824,street,3rd Street,addr
41692824,alt_name,San Francisco Museum of Modern Art,regular
41692824,architect,Mario Botta,regular
41692824,building,yes,regular
41692824,levels,5,building
41692824,name,San Francisco Museum of Modern Art,regular
41692824,ko,샌프란시스코 현대미술관,name
41692824,opening_hours,Fr-Tu 10:00-17:00; Th 10:00-21:00; May 27-Sep 4 Sa 10:00-20:00; Dec 25 off; Nov Th[4] off,regular
41692824,tourism,museum,regular
41692824,website,https://www.sfmoma.org/,regular
41692824,wikidata,Q913672,regular
41692824,wikipedia,en:SFMOMA,regular
42640325,building,yes,regular
42640325,height,8,regular
42916771,amenity,parking,regular
42916772,highway,service,regular
42916772,oneway,yes,regular
42916776,city,San Francisco,addr
42916776,housenumber,154,addr
42916776,postcode,94103,addr
42916776,street,South Van Ness Avenue,addr
42916776,building,yes,regular
42916776,levels,1,building
42916776,height,7,regular
42916776,name,TAP Plastics,regular
42916776,phone,+1 415 864 7360,regular
42916776,shop,hardware,regular
42916776,website,https://www.tapplastics.com/,regular
42916777,building,yes,regular
42916777,height,5,regular
42916777,name,Cash & Carry,regular
42916777,shop,supermarket,regular
42916778,city,San Francisco,addr
42916778,housenumber,1695,addr
42916778,postcode,94103,addr
42916778,street,Mission Street,addr
42916778,building,yes,regular
42916778,levels,1,building
42916778,height,8,regular
42916778,name,Discount Builders Supply,regular
42916778,opening_hours,Mo-Fr 07:00-18:00; Sa 08:00-17:30; Su 09:00-17:00,regular
42916778,phone,+1 415 621 8511,regular
42916778,shop,doityourself,regular
42916778,website,http://www.discountbuilderssupplysf.com/,regular
42916779,amenity,parking,regular
42916780,amenity,parking,regular
42916782,building,yes,regular
42916782,levels,7,building
42916782,height,50 m,regular
43008440,natural,coastline,regular
43008440,source,PGS,regular
43100037,highway,service,regular
43100037,service,alley,regular
43100042,highway,pedestrian,regular
43100042,old_name,Market Street,regular
43100046,highway,residential,regular
43100046,lanes,2,regular
43100046,backward,1,lanes
43100046,forward,1,lanes
43100046,name,Delancey Street,regular
43100046,lane:left,parallel,parking
43100046,cfcc,A41,tiger
43100046,county,"San Francisco, CA",tiger
43100046,name_base,Bryant,tiger
43100046,name_type,Ln,tiger
43100046,lanes:backward,left,turn
43100047,highway,residential,regular
43100047,name,Delancey Street,regular
43100047,name_1,1st Street,regular
43100047,oneway,no,regular
43100047,lanes:left,perpendicular,parking
43100047,lanes:right,parallel,parking
43100047,cfcc,A41,tiger
43100047,county,"San Francisco, CA",tiger
43100047,name_base,Delancey,tiger
43100047,name_base_1,1st,tiger
43100047,name_type,St,tiger
43100047,name_type_1,St,tiger
43100086,backward,hov,access
43100086,highway,tertiary,regular
43100086,lanes,2,regular
43100086,backward,1,lanes
43100086,forward,1,lanes
43100086,maxspeed,25 mph,regular
43100086,name,Bryant Street,regular
43100086,lane:right,parallel,parking
43100086,imagery,Bing,source
43100086,cfcc,A41,tiger
43100086,county,"San Francisco, CA",tiger
43100086,name_base,Bryant,tiger
43100086,name_type,St,tiger
43100739,highway,residential,regular
43100739,name,Harriet Street,regular
43100739,cfcc,A41,tiger
43100739,county,"San Francisco, CA",tiger
43100739,name_base,Harriet,tiger
43100739,name_type,St,tiger
43100740,highway,residential,regular
43100740,name,Harriet Street,regular
43100740,oneway,yes,regular
43100740,cfcc,A41,tiger
43100740,county,"San Francisco, CA",tiger
43100740,name_base,Harriet,tiger
43100740,name_type,St,tiger
43100742,city,San Francisco,addr
43100742,postcode,94103,addr
43100742,state,CA,addr
43100742,emergency,assembly_point,regular
43100742,leisure,park,regular
43100742,name,Victoria Manalo Draves Park,regular
43100742,note,"The park is named for local diving champion Vicki Manalo Draves, the first Filipina-American to compete in the Olympic games. In 1948, she won two gold medals, in springboard and platform diving.",regular
43100742,source,San Francisco Recreation and Parks Department,regular
43100742,website,https://sfrecpark.org/destination/victoria-manalo-draves-park/,regular
43100743,highway,service,regular
43100743,name,Stevenson Street,regular
43100743,oneway,yes,regular
43100743,service,alley,regular
43100743,cfcc,A41,tiger
43100743,county,"San Francisco, CA",tiger
43100743,name_base,Stevenson,tiger
43100743,name_type,St,tiger
43100745,cycleway,no,regular
43100745,foot,yes,regular
43100745,highway,service,regular
43100745,lanes,1,regular
43100745,name,Perry Street,regular
43100745,oneway,yes,regular
43100745,service,alley,regular
43100745,sidewalk,left,regular
43100745,surface,paved,regular
43100745,cfcc,A41,tiger
43100745,county,"San Francisco, CA",tiger
43100745,name_base,Perry,tiger
43100745,name_type,St,tiger
43100827,city,San Francisco,addr
43100827,housenumber,255,addr
43100827,postcode,94103,addr
43100827,state,CA,addr
43100827,street,12th Street,addr
43100827,amenity,parking,regular
43100827,building,yes,regular
43100827,fee,yes,regular
43100827,height,15,regular
43100827,parking,multi-storey,regular
43100828,city,San Francisco,addr
43100828,country,US,addr
43100828,housenumber,450,addr
43100828,postcode,94103,addr
43100828,state,CA,addr
43100828,street,10th Street,addr
43100828,brand,Costco,regular
43100828,wikidata,Q715583,brand
43100828,wikipedia,en:Costco,brand
43100828,building,yes,regular
43100828,name,Costco,regular
43100828,opening_hours,Mo-Fr 10:00-20:30; Sa 9:30-18:00; Su 10:00-18:00,regular
43100828,operator,Costco,regular
43100828,phone,+1 415 626 4388,regular
43100828,shop,wholesale,regular
43100828,wheelchair,yes,regular
43100829,access,customers,regular
43100829,amenity,parking,regular
43100829,disabled,yes,capacity
43100829,fee,yes,regular
43100829,name,Costco Parking,regular
43100829,parking,multi-storey,regular
43101607,highway,residential,regular
43101607,name,San Bruno Avenue,regular
43101607,oneway,yes,regular
43101607,sidewalk,right,regular
43101607,cfcc,A41,tiger
43101607,county,"San Francisco, CA",tiger
43101607,name_base,San Bruno,tiger
43101607,name_type,Ave,tiger
43250802,highway,steps,regular
43250802,imagery,Bing,source
44106213,state,CA,addr
44106213,building,yes,regular
44106213,ele,2,regular
44106213,county_name,San Francisco,gnis
44106213,feature_id,1655506,gnis
44106213,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
44106213,reviewed,no,gnis
44106213,height,33,regular
44106213,name,Rincon Center,regular
44106213,source,USGS Geonames,regular
44106213,tourism,yes,regular
44106213,wikidata,Q1877405,regular
44106213,wikipedia,en:Rincon Center,regular
44670365,highway,residential,regular
44670365,name,Haight Street,regular
44670365,pronunciation,ˈheɪt ˌstɹiːt,name
44670365,cfcc,A41,tiger
44670365,county,"San Francisco, CA",tiger
44670365,name_base,Haight,tiger
44670365,name_type,St,tiger
44670365,trolley_wire,yes,regular
44670366,highway,residential,regular
44670366,name,Laguna Street,regular
44670366,cfcc,A41,tiger
44670366,county,"San Francisco, CA",tiger
44670366,name_base,Laguna,tiger
44670366,name_type,St,tiger
44670367,highway,residential,regular
44670367,name,Laguna Street,regular
44670367,cfcc,A41,tiger
44670367,county,"San Francisco, CA",tiger
44670367,name_base,Laguna,tiger
44670367,name_type,St,tiger
44670367,separated,no,tiger
44670367,source,tiger_import_dch_v0.6_20070809,tiger
44670367,tlid,192279764:192279784,tiger
44670367,trolley_wire,yes,regular
44670368,bicycle,designated,regular
44670368,cycleway,shared_lane,regular
44670368,highway,residential,regular
44670368,lcn_ref,32,regular
44670368,name,Page Street,regular
44670368,oneway,no,regular
44670368,cfcc,A41,tiger
44670368,county,"San Francisco, CA",tiger
44670368,name_base,Page,tiger
44670368,name_type,St,tiger
44671096,highway,tertiary,regular
44671096,name,Masonic Avenue,regular
44671096,sidewalk,both,regular
44671096,cfcc,A41,tiger
44671096,county,"San Francisco, CA",tiger
44671096,name_base,Masonic,tiger
44671096,name_type,Ave,tiger
44671096,trolley_wire,yes,regular
44671096,lanes:forward,|right,turn
46264105,city,San Francisco,addr
46264105,housenumber,235,addr
46264105,street,Berry Street,addr
46264105,building,residential,regular
46264105,levels,7,building
46264108,housenumber,185,addr
46264108,postcode,94107,addr
46264108,street,Berry Street,addr
46264108,building,yes,regular
46264108,height,23,regular
46264108,name,China Basin - Wharfside Building,regular
46264110,housenumber,185,addr
46264110,postcode,94107,addr
46264110,street,Berry Street,addr
46264110,building,yes,regular
46264110,levels,5,building
46264110,height,25,regular
46264110,name,China Basin - Berry Street Building,regular
46264111,city,San Francisco,addr
46264111,housenumber,355,addr
46264111,state,CA,addr
46264111,street,Berry Street,addr
46264111,building,yes,regular
46264111,height,19,regular
46264111,name,Edgewater,regular
46264112,city,San Francisco,addr
46264112,country,US,addr
46264112,housenumber,325,addr
46264112,state,CA,addr
46264112,street,Berry Street,addr
46264112,building,yes,regular
46264112,height,23,regular
46264112,name,Park Terrace,regular
46272776,highway,service,regular
46272776,name,Clay Street,regular
46272776,cfcc,A41,tiger
46272776,county,"San Francisco, CA",tiger
46272776,name_base,Clay,tiger
46272776,name_type,St,tiger
46274016,foot,yes,regular
46274016,highway,pedestrian,regular
46274017,highway,footway,regular
46274017,surface,paved,regular
46274018,highway,footway,regular
46274018,surface,paved,regular
46274019,area,yes,regular
46274019,name,5th Street Plaza,regular
46274019,place,square,regular
46274020,bicycle,yes,regular
46274020,highway,path,regular
46274020,man_made,pier,regular
46274020,name,Ferry Landing,regular
46274021,man_made,pier,regular
46594526,left,shared_lane,cycleway
46594526,right,lane,cycleway
46594526,highway,residential,regular
46594526,lanes,3,regular
46594526,backward,2,lanes
46594526,forward,1,lanes
46594526,name,4th Street,regular
46594526,lane:right,parallel,parking
46594526,lanes:backward,left|,turn
46594527,highway,primary,regular
46594527,lanes,2,regular
46594527,maxspeed,30 mph,regular
46594527,name,3rd Street,regular
46594527,oneway,yes,regular
46594527,cfcc,A45,tiger
46594527,county,"San Francisco, CA",tiger
46594527,name_base,3rd,tiger
46594527,name_type,St,tiger
46594528,highway,primary,regular
46594528,lanes,2,regular
46594528,maxspeed,30 mph,regular
46594528,name,3rd Street,regular
46594528,oneway,yes,regular
46594528,cfcc,A45,tiger
46594528,county,"San Francisco, CA",tiger
46594528,name_base,3rd,tiger
46594528,name_type,St,tiger
46594930,highway,residential,regular
46594930,lanes,2,regular
46594930,backward,1,lanes
46594930,forward,1,lanes
46594930,name,China Basin Street,regular
46594930,oneway,no,regular
46594930,lane:both,parallel,parking
46594931,highway,pedestrian,regular
46594931,name,Merrimac Street,regular
46594931,surface,paving_stones,regular
46594933,highway,residential,regular
46594933,lanes,2,regular
46594933,backward,1,lanes
46594933,forward,1,lanes
46594933,name,Long Bridge Street,regular
46594933,lane:both,parallel,parking
46622497,highway,service,regular
46622497,name,Langton Street,regular
46622497,cfcc,A41,tiger
46622497,county,"San Francisco, CA",tiger
46622497,name_base,Langton,tiger
46622497,name_type,St,tiger
46622500,highway,footway,regular
46622500,surface,paved,regular
46622502,highway,residential,regular
46622502,name,Gilbert Street,regular
46622502,cfcc,A41,tiger
46622502,county,"San Francisco, CA",tiger
46622502,name_base,Gilbert,tiger
46622502,name_type,St,tiger
46622502,reviewed,no,tiger
47108401,highway,residential,regular
47108401,name,Washington Street,regular
47108401,sidewalk,both,regular
47108401,cfcc,A41,tiger
47108401,county,"San Francisco, CA",tiger
47108401,name_base,Washington,tiger
47108401,name_type,St,tiger
47108420,highway,residential,regular
47108420,name,Jackson Street,regular
47108420,surface,asphalt,regular
47108420,cfcc,A41,tiger
47108420,county,"San Francisco, CA",tiger
47108420,name_base,Jackson,tiger
47108420,name_type,St,tiger
47108845,highway,service,regular
47108845,old_name,O'Farrell Street,regular
47108845,sidewalk,both,regular
47109077,highway,service,regular
47109077,name,Austin Street,regular
47109077,oneway,yes,regular
47109077,service,alley,regular
47109077,sidewalk,both,regular
47109077,cfcc,A41,tiger
47109077,county,"San Francisco, CA",tiger
47109077,name_base,Austin,tiger
47109077,name_type,St,tiger
47109123,highway,residential,regular
47109123,name,Willow Street,regular
47109123,cfcc,A41,tiger
47109123,county,"San Francisco, CA",tiger
47109123,name_base,Willow,tiger
47109123,name_type,St,tiger
47109123,reviewed,no,tiger
47109123,separated,no,tiger
47109123,source,tiger_import_dch_v0.6_20070809,tiger
47109123,tlid,192283813,tiger
47109124,access,private,regular
47109124,foot,yes,regular
47109124,highway,footway,regular
47109155,highway,service,regular
47109155,name,Willow Street,regular
